iter	RMSE
135	0.1709061836
136	0.1706012141
137	0.1701750132
138	0.1699315178
139	0.1697370052
140	0.1694240449
141	0.1691779663
142	0.1690346227
143	0.1688120283
144	0.1684918872
145	0.1682536318
146	0.1679502258
147	0.1677330056
148	0.1675454247
149	0.1673790334
150	0.167218233
151	0.1669416055
152	0.1665333977
153	0.1661434432
154	0.1658435205
155	0.1656506019
156	0.1652533938
157	0.1650384651
158	0.1648823251
159	0.1646816776
160	0.1644731216
161	0.1642461191
162	0.1639699202
163	0.1637102952
164	0.1634537027
165	0.1632827501
166	0.1630740335
167	0.1629033174
168	0.16225715
169	0.1620689431
170	0.1618503896
171	0.1614290968
172	0.1608002197
173	0.1606291805
174	0.1603658955
175	0.1601946153
176	0.1600328483
177	0.1596110793
178	0.159433208
179	0.1591757416
180	0.1589965941
181	0.1588530648
182	0.1585149351
183	0.1582990992
184	0.1579417475
185	0.1578273198
186	0.1575397781
187	0.1572887042
188	0.1569737352
189	0.1567648174
190	0.1565799699
191	0.1564617237
192	0.1562796248
193	0.1559370536
194	0.1556964334
195	0.1554741588
196	0.1550530216
197	0.1544897569
198	0.1542355924
199	0.1539540126
200	0.1536824843
201	0.1533856376
202	0.1531674915
203	0.1530057068
204	0.1527591087
205	0.1521979518
206	0.1519247156
207	0.1518258091
208	0.1514545351
209	0.1512771947
210	0.15105562
211	0.1506491012
212	0.1503740028
213	0.1502219056
214	0.1500585585
215	0.1499084597
216	0.1496612704
217	0.14946869
218	0.1492617617
219	0.1490118788
220	0.1488247072
221	0.1485832343
222	0.1483617574
223	0.1481130118
224	0.1477829868
225	0.1475231471
226	0.1472925626
227	0.1470707504
228	0.1468375032
229	0.1466644906
230	0.1464746365
231	0.1462568484
232	0.1460861462
233	0.1458418196
234	0.1455419124
235	0.1453158364
236	0.1451347492
237	0.1448814489
238	0.1447006999
239	0.1444774498
240	0.1442446902
241	0.144050738
242	0.1439039695
243	0.1437419226
244	0.1434515179
245	0.1431103357
246	0.1429546711
247	0.14280968
248	0.1426511433
249	0.1425149933
250	0.1422086824
251	0.1420745442
252	0.1418593658
253	0.1417309463
254	0.1415936322
255	0.1413898953
256	0.1412487061
257	0.1411081771
258	0.1408255512
259	0.140548222
260	0.1401044791
261	0.1399239311
262	0.1398058804
263	0.1395394915
264	0.1392254354
265	0.1389200814
266	0.1388060904
267	0.1386621732
268	0.1384676713
269	0.1383726683
270	0.1382619982
271	0.1379969443
272	0.1378806723
273	0.1375784466
274	0.1373964636
275	0.1372646038
276	0.1370153472
277	0.1367541562
278	0.1365070005
279	0.1362614653
280	0.136103651
281	0.1358660493
282	0.1357271497
283	0.135588156
284	0.1353597496
285	0.1351927136
286	0.1350418849
287	0.1347291129
288	0.1346419788
289	0.1345307803
290	0.1343651773
291	0.1342498833
292	0.1341196887
293	0.1338747396
294	0.1337684126
295	0.1334502002
296	0.1331412495
297	0.1329125729
298	0.1326230983
299	0.132328615
300	0.1320631383
301	0.1318551984
302	0.1316373097
303	0.1315374395
304	0.1313565551
305	0.1311484371
306	0.1308771418
307	0.1306221523
308	0.1305193348
309	0.1304455478
310	0.1303363119
311	0.1301611426
312	0.1298881225
313	0.1297744933
314	0.1296369136
315	0.1294718571
316	0.1293656458
317	0.129270011
318	0.1290749904
319	0.1289206741
320	0.1288282856
321	0.1286186851
322	0.1285260749
323	0.1284461228
324	0.1283030888
325	0.1282018664
326	0.1281040725
327	0.1279604245
328	0.1278147187
329	0.1275101277
330	0.127330311
331	0.1272166509
332	0.12710971
333	0.1269144223
334	0.126815312
335	0.1267053836
336	0.1265705018
337	0.1264167818
338	0.1261229222
339	0.1259548868
340	0.1258484522
341	0.1256746808
342	0.1254437258
343	0.1251592737
344	0.1250565283
345	0.1249696215
346	0.124871969
347	0.124791653
348	0.1245193437
349	0.1244251303
350	0.1242033227
351	0.1238768887
352	0.123711362
353	0.1235872674
354	0.1234961231
355	0.1232821653
356	0.1230747199
357	0.1229854553
358	0.1228607459
359	0.1225289761
360	0.1224150697
361	0.1223285893
362	0.1222566489
363	0.1221733659
364	0.1220925729
365	0.1220126643
366	0.1217688363
367	0.1216067752
368	0.1214513604
369	0.1213775254
370	0.121307982
371	0.1212021609
372	0.121046532
373	0.1209860693
374	0.120757557
375	0.1206054732
376	0.1205004233
377	0.1203326345
378	0.1202594787
379	0.1201613393
380	0.120090676
381	0.1200110486
382	0.11986262
383	0.1197686815
384	0.1196660593
385	0.1195189379
386	0.1194435954
387	0.1193527471
388	0.1192529998
389	0.1191881584
390	0.1191322013
391	0.1190460117
392	0.118731773
393	0.1186514306
394	0.1185883525
395	0.1185275318
396	0.1182873754
397	0.1181495407
398	0.1179391345
399	0.1178334973
400	0.1177429979
401	0.1174443327
402	0.1173795726
403	0.1172774519
404	0.1170707744
405	0.1168563521
406	0.1167604917
407	0.1166956844
408	0.116599067
409	0.1165234308
410	0.1163822312
411	0.1162427482
412	0.1160631706
413	0.1158559995
414	0.1155767022
415	0.115529291
416	0.1153372569
417	0.1150641983
418	0.115010499
419	0.1149641272
420	0.1149187471
421	0.1148610449
422	0.1147934661
423	0.1147056768
424	0.1146403312
425	0.1145753925
426	0.1145163519
427	0.1144539093
428	0.1143825066
429	0.1143349663
430	0.1142727634
431	0.1139700749
432	0.1138940788
433	0.1137670114
434	0.1137362859
435	0.1136839445
436	0.1135870121
437	0.1134577613
438	0.1133993463
439	0.1133346345
440	0.1132903061
441	0.1132281699
442	0.1131357956
443	0.1130469462
444	0.113019228
445	0.1129034702
446	0.1128538182
447	0.1128005487
448	0.1127490648
449	0.1126519039
450	0.1125869375
451	0.112451257
452	0.1123901812
453	0.1122859351
454	0.1120928588
455	0.1120204061
456	0.1118928452
457	0.1118360987
458	0.1117495059
459	0.1116905405
460	0.1116256497
461	0.1115707026
462	0.1115135985
463	0.1114501953
464	0.1113391523
465	0.1112678253
466	0.1112127502
467	0.1111678413
468	0.1110768826
469	0.1109593686
470	0.1109061757
471	0.1108365797
472	0.1107851736
473	0.1107249252
474	0.1106713654
475	0.1106216337
476	0.1105735337
477	0.1104842652
478	0.1104322309
479	0.1103853856
480	0.110297243
481	0.1102077375
482	0.110091161
483	0.1099796272
484	0.1099186415
485	0.1098341303
486	0.1097512258
487	0.1096685128
488	0.1096019041
489	0.1094783008
490	0.1094184016
491	0.1093320632
492	0.1092899986
493	0.109109493
494	0.1089985686
495	0.1088868465
496	0.1087123704
497	0.1086039214
498	0.1085198711
499	0.1084706648
500	0.1084173489
501	0.1083698645
502	0.1083139818
503	0.108244342
504	0.1081995822
505	0.1081446941
506	0.1081014147
507	0.1080302726
508	0.1078731451
509	0.1077985377
510	0.1077529208
511	0.1076388296
512	0.1075430732
513	0.1074635991
514	0.1074245725
515	0.10729781
516	0.1071921377
517	0.1070464453
518	0.106934567
519	0.1069000255
520	0.1067932363
521	0.1067498109
522	0.1066949053
523	0.1066251594
524	0.1066080803
525	0.1065060539
526	0.1063881871
527	0.1063142969
528	0.1061698765
529	0.106118268
530	0.1060002388
531	0.1059177211
532	0.1058233774
533	0.1057118371
534	0.1056714831
535	0.1055993967
536	0.1055255837
537	0.1054441299
538	0.1053460838
539	0.1053053992
540	0.1052502343
541	0.1051601283
542	0.10491164
543	0.1048221975
544	0.1047774655
545	0.104703711
546	0.1046349962
547	0.1045662061
548	0.1044928746
549	0.1044371297
550	0.1043146322
551	0.1042770843
552	0.104161593
553	0.1040639048
554	0.10400927
555	0.103973313
556	0.1039356676
557	0.1038690617
558	0.1037789379
559	0.1035472761
560	0.1034819539
561	0.1034291125
562	0.1033881738
563	0.1033405504
564	0.1032327467
565	0.1031411724
566	0.1030843031
567	0.1030318997
568	0.1029439848
569	0.102880802
570	0.1028346889
571	0.1027298565
572	0.10263214
573	0.1025463088
574	0.1024644961
575	0.1024237496
576	0.1023727871
577	0.1023229546
578	0.1022266395
579	0.1021736146
580	0.1021099152
581	0.10206034
582	0.1019609427
583	0.1019004361
584	0.1018524828
585	0.1017854193
586	0.1017262883
587	0.1016251117
588	0.1015912276
589	0.1015071935
590	0.1014565761
591	0.101361205
592	0.1012726964
593	0.1011903728
594	0.1011071318
595	0.1009362328
596	0.1008556452
597	0.1007799925
598	0.1007015985
599	0.1006251248
600	0.1004525014
601	0.1003791997
602	0.1003076495
603	0.1002410185
604	0.100172656
605	0.1001151766
606	0.1000514155
607	0.09981477718
608	0.09974576052
609	0.09959811618
610	0.09942280311
611	0.09935768446
612	0.09931208821
613	0.09924584491
614	0.09918639548
615	0.09912402929
616	0.09909208387
617	0.0990072584
618	0.09894147883
619	0.0988924889
620	0.09883653827
621	0.09876056271
622	0.098729599
623	0.09867161253
624	0.09860296774
625	0.09853161315
626	0.09847376071
627	0.0983699164
628	0.09822005752
629	0.09816324332
630	0.09806799708
631	0.09791017083
632	0.09781235728
633	0.09775787271
634	0.09768049514
635	0.09761506922
636	0.09758540682
637	0.09752164191
638	0.09745107565
639	0.09739420285
640	0.09736471523
641	0.09727291555
642	0.09721386895
643	0.09706227608
644	0.0970108615
645	0.09695306204
646	0.09689656389
647	0.09683774391
648	0.09678174027
649	0.09669660452
650	0.09655255035
651	0.09634463948
652	0.09629328945
653	0.09620148047
654	0.09614380205
655	0.0960948586
656	0.09603884023
657	0.09598542685
658	0.09593013893
659	0.09588235353
660	0.0958290451
661	0.09575775122
662	0.09573188604
663	0.09564319571
664	0.09557371434
665	0.09552403159
666	0.09547107675
667	0.09544423806
668	0.09535862795
669	0.09529066421
670	0.09523889045
671	0.09517669245
672	0.0951506107
673	0.09500546782
674	0.09492325823
675	0.09486998001
676	0.09480348812
677	0.09473857219
678	0.09460010285
679	0.09455935046
680	0.09450869489
681	0.09446878569
682	0.09441933875
683	0.09439351396
684	0.09426915047
685	0.09421103812
686	0.09415936628
687	0.09412019563
688	0.09398012668
689	0.09382787074
690	0.09377595466
691	0.0937267624
692	0.09353683797
693	0.09347285157
694	0.09342751469
695	0.09338321221
696	0.09329412936
697	0.09325731349
698	0.09320863763
699	0.09316388884
700	0.09313952051
701	0.0930767668
702	0.09303023281
703	0.09295019647
704	0.09288970436
705	0.09281209514
706	0.09273547054
707	0.09263114948
708	0.09258908453
709	0.09250692857
710	0.09246579003
711	0.09241812924
712	0.09237070964
713	0.09231270251
714	0.09227240166
715	0.09222574334
716	0.09218099071
717	0.09210747969
718	0.09197220035
719	0.09193261882
720	0.09188902702
721	0.09183296944
722	0.09170185435
723	0.09166327036
724	0.09161837024
725	0.09157236795
726	0.09152845903
727	0.09146447982
728	0.09142183368
729	0.09138833379
730	0.09134531467
731	0.09122429644
732	0.09118807648
733	0.09111095308
734	0.09107362451
735	0.09103289531
736	0.09099550543
737	0.09095976036
738	0.09091326809
739	0.09071460902
740	0.09064579925
741	0.09060572461
742	0.09047984774
743	0.09044400706
744	0.09032258798
745	0.09028330858
746	0.09011714109
747	0.09007296159
748	0.09001936836
749	0.08997621473
750	0.08994244041
751	0.08990211861
752	0.08986945419
753	0.08979860677
754	0.08957002668
755	0.08944963463
756	0.08939355511
757	0.08934083786
758	0.08930295989
759	0.08926782843
760	0.08920474898
761	0.08916676031
762	0.08911138288
763	0.08907407394
764	0.08903557534
765	0.08899806432
766	0.08894977916
767	0.08888138166
768	0.08881485368
769	0.0887716484
770	0.08873135115
771	0.08869381705
772	0.08857656069
773	0.08852244957
774	0.08845420497
775	0.08838733997
776	0.08833695904
777	0.08826296653
778	0.08822221007
779	0.08811303331
780	0.0878966355
781	0.0878442839
782	0.08781748686
783	0.0877350507
784	0.08770819938
785	0.08759348456
786	0.08755497215
787	0.08742832271
788	0.08735216178
789	0.08732242199
790	0.08720816426
791	0.08712928291
792	0.08697479834
793	0.08694018184
794	0.08682652673
795	0.08675153972
796	0.08671754496
797	0.0866881317
798	0.08656503231
799	0.08653268239
800	0.08646619076
801	0.0864022267
802	0.08636261661
803	0.08622613524
804	0.08616335695
805	0.08612627877
806	0.08590760715
807	0.08583907373
808	0.08580408621
809	0.08576430281
810	0.08572524218
811	0.08569507013
812	0.08565934871
813	0.08562445928
814	0.0855169814
815	0.08541164176
816	0.08530156078
817	0.08519757672
818	0.08512536691
819	0.08507979056
820	0.08503142231
821	0.08498405805
822	0.08488052905
823	0.08481178754
824	0.0847684718
825	0.08466748203
826	0.08463429631
827	0.08459507421
828	0.08456351791
829	0.08451645154
830	0.08445089545
831	0.08434271464
832	0.08430825477
833	0.08413081752
834	0.08407176339
835	0.08404596457
836	0.08398235251
837	0.08388160386
838	0.08375899854
839	0.0837206083
840	0.08363938564
841	0.08360184612
842	0.08356863362
843	0.08353793215
844	0.08350120189
845	0.08346497562
846	0.08337402736
847	0.08334288032
848	0.08330773001
849	0.08323363694
850	0.08319918332
851	0.08315518607
852	0.08303162662
853	0.08300122589
854	0.08293897893
855	0.08291025038
856	0.08284995573
857	0.08273447283
858	0.08262322423
859	0.082589411
860	0.08240734218
861	0.08237397812
862	0.08233851366
863	0.08221109286
864	0.08215141658
865	0.08209322158
866	0.08205252805
867	0.08199268061
868	0.08196473525
869	0.08178244762
870	0.08175314253
871	0.08164712765
872	0.08162993017
873	0.0814850856
874	0.08134416353
875	0.08133448476
876	0.08127619854
877	0.08124958552
878	0.08119192799
879	0.08116388299
880	0.0809954514
881	0.08089752737
882	0.08085471822
883	0.08079196148
884	0.08075069826
885	0.08070980837
886	0.08067019351
887	0.08063180441
888	0.08060583518
889	0.08055981215
890	0.08050384365
891	0.08046366502
892	0.08040907019
893	0.08024609327
894	0.08023675556
895	0.0801425768
896	0.0801029183
897	0.08000656815
898	0.07981961008
899	0.07962888557
900	0.07961619847
901	0.07957729521
902	0.07953970545
903	0.07950270915
904	0.07940483683
905	0.0793690604
906	0.07926845687
907	0.07922517453
908	0.07921673743
909	0.07918979429
910	0.07917224896
911	0.07886012074
912	0.07879442272
913	0.07863942482
914	0.07854632989
915	0.07839627596
916	0.07836030858
917	0.07831097517
918	0.07816560942
919	0.07814011338
920	0.07810620151
921	0.07805187245
922	0.07799919073
923	0.07776855882
924	0.07759720452
925	0.07737589566
926	0.07734636619
927	0.07719455156
928	0.07710298638
929	0.077013551
930	0.07686835132
931	0.07659489294
932	0.07643429636
933	0.07623709546
934	0.07621172525
935	0.07620037603
936	0.07612195754
937	0.07607464884
938	0.07602928906
939	0.07598424229
940	0.07588658513
941	0.07583303232
942	0.07579027031
943	0.07574951237
944	0.07563056299
945	0.07560014735
946	0.07557980899
947	0.07542772685
948	0.07535455814
949	0.07523806796
950	0.07516669935
951	0.07513429931
952	0.07505904399
953	0.07498425723
954	0.0749015284
955	0.07488193594
956	0.07482900278
957	0.07476200711
958	0.07470903422
959	0.07457578495
960	0.07444612479
961	0.07419736692
962	0.0741525139
963	0.07401725877
964	0.07396702101
965	0.0738851885
966	0.07380747665
967	0.07377216943
968	0.07373350546
969	0.07361561523
970	0.07353685535
971	0.07339965955
972	0.07316103562
973	0.07306502434
974	0.07302628669
975	0.07292696573
976	0.0728601946
977	0.07284404529
978	0.07280536389
979	0.07268014388
980	0.07259013914
981	0.07249393435
982	0.07242711909
983	0.07239051149
984	0.0723693924
985	0.07232168301
986	0.07225626484
987	0.07212541489
988	0.07210684148
989	0.07208881194
990	0.07199911846
991	0.07193951543
992	0.07189855554
993	0.07181232226
994	0.0716962379
995	0.07157166446
996	0.07156020364
997	0.07149027428
998	0.0712640561
999	0.07120329658
